x_utm,y_utm,zone,longitude,latitude,BAEI.01_direct_path,BAEI.01_diffracted_path,BAEI.02_direct_path,BAEI.02_diffracted_path,BAEI.03_direct_path,BAEI.03_diffracted_path,BAEI.04_direct_path,BAEI.04_diffracted_path,BAEI.05_direct_path,BAEI.05_diffracted_path,BAEI.06_direct_path,BAEI.06_diffracted_path,BAIS.01_direct_path,BAIS.01_diffracted_path,BAIS.02_direct_path,BAIS.02_diffracted_path,BAIS.03_direct_path,BAIS.03_diffracted_path,BAIS.04_direct_path,BAIS.04_diffracted_path,BATI._direct_path,BATI._diffracted_path,lts_velocity_at5C,lts_azimuth,sigma_tau,apparent_over_true_velocity
436818.75540000014,6778768.2829,Kite,-148.17331769294398,61.13838706347579,2847.830456338521,2847.830456338521,2906.107838839047,2906.107838839047,2869.0480537614276,2869.0480537614276,2817.6441653972306,2817.6441653972306,2808.6382926738042,2808.6382926738042,2852.6855223866805,2852.6855223866805,2375.187996756701,2375.187996756701,2375.687805485306,2375.687805485306,2405.396354300403,2405.396354300403,2389.6373346273213,2389.6373346273213,448.36255530821273,452.7546001059348,0.34582477064095657,284.2449954916483,0.003081047431314912,1.0343598544012675
436781.50189999957,6778823.739700001,Kite,-148.174027823683,61.138878834997286,2901.374242386523,2901.374242386523,2960.2841662509973,2960.2841662509973,2924.1783635698444,2924.1783635698444,2873.04247340713,2873.04247340713,2863.193524429303,2863.193524429303,2907.156344268698,2907.156344268698,2453.385773561323,2453.385773561323,2454.180897240439,2454.180897240439,2483.5524015671926,2483.5524015671926,2467.939296051422,2467.939296051422,369.7133579497114,374.72076939639913,0.3452481127184278,285.8012045219487,0.00243285085528213,1.032635073947627
436756.8956000004,6779035.4465,Kite,-148.1745552525025,61.140775114968605,3001.4310776487814,3001.4310776487814,3063.0583439665843,3063.0583439665843,3030.957959564909,3030.957959564909,2980.7591311924753,2980.7591311924753,2967.2261683049487,2967.2261683049487,3011.06646337595,3011.06646337595,2700.053753258707,2700.053753258707,2699.895142302816,2699.895142302816,2729.7092989156254,2729.7092989156254,2713.978703654928,2713.978703654928,113.44612079524568,113.64330822987233,0.3480013721256851,289.4376328611507,0.003177203634328311,1.0408700566365228
437201.4501,6779835.955200002,Prow,-148.1665660677481,61.14803176181408,2977.3341342315284,2977.3341342315284,3050.5642608868975,3050.5642608868975,3035.9009940240685,3035.9009940240685,2988.641709683762,2988.641709683762,2958.243990343584,2958.243990343584,3003.1626716478195,3003.1626716478195,3344.601783577666,3344.622779108252,3334.531902609744,3334.5487019221596,3371.8767626310278,3371.8943662330857,3353.328420401528,3353.346051520819,837.6884409626651,839.65368930266,0.3461462678739014,307.8103439981019,0.0036618279902967126,1.0353214507335455
437350.36450000014,6779890.915899999,Prow,-148.16381862139056,61.1485488924248,2882.288509710208,2882.288509710208,2957.122728598033,2957.122728598033,2944.9154333148185,2944.9154333148185,2897.916059308135,2897.916059308135,2865.0073600934134,2865.0073600934134,2910.3141600063486,2910.3141600063486,3355.5820995167587,3355.5820995167587,3343.2698743388487,3343.2698743388487,3382.226818351781,3382.226818351781,3363.0864903015417,3363.0864903015417,979.1783984387489,981.2255001690647,0.34186457663305425,310.0296393695419,0.003130055643142974,1.0225149374225833
437336.8707999997,6780090.147500001,Prow,-148.16413508528922,61.15033501063837,3030.430653884159,3030.430653884159,3105.9810496506107,3105.9810496506107,3096.897653148481,3096.897653148481,3051.3051830537042,3051.3051830537042,3016.26619607977,3016.26619607977,3060.77822691003,3060.77822691003,3570.3293072083156,3570.3293072083156,3558.0086151398655,3558.0086151398655,3596.9062173484517,3596.9062173484517,3577.8004228546256,3577.8004228546256,1124.9777122576625,1128.6836673204323,0.3448869236704626,313.0743866290686,0.0037954706684653816,1.0315547596301413
437553.8696999997,6779897.209600002,Prow,-148.16004116971163,61.14863783346643,2725.8337736841295,2725.8337736841295,2801.9854475320967,2801.9854475320967,2792.5871988594445,2792.5871988594445,2746.2690349104937,2746.2690349104937,2710.829677425217,2710.829677425217,2756.1537747911143,2756.1537747911143,3335.720362733727,3335.720362733727,3320.545203753141,3320.545203753141,3361.2451666033726,3361.2451666033726,3341.5137660025025,3341.5137660025025,1132.8323139977065,1133.6866196742803,0.34077107332241224,312.8264061424559,0.0033281876363507002,1.019244275453845
437671.9769000001,6779662.599100001,Prow,-148.15777053236482,61.14655078309351,2474.0566784892785,2474.0566784892785,2550.080725599098,2550.080725599098,2537.7316474977847,2537.7316474977847,2489.4809026043504,2489.4809026043504,2455.475493745321,2455.475493745321,2502.314517610229,2502.314517610229,3063.401279255942,3063.4232620889156,3046.3931600901847,3046.4066321479754,3088.3630679483767,3088.3783005144314,3068.169928265483,3068.185102720719,1144.9051756165347,1148.5347955887994,0.33586230845718973,310.12042494291825,0.0037597601305287913,1.0045621886216294
438278.9001000002,6779385.414999999,Prow,-148.14640911726406,61.14415876104838,1887.2010111199893,1887.211204929983,1964.5374074398126,1964.8824319923733,1956.2441171978442,1956.265059585637,1908.1619348653815,1908.1702585937257,1869.6517113368086,1869.6517113368086,1917.9677530482102,1918.0102069160143,2812.6088620500873,2813.0375385601883,2785.9169013784926,2786.3440491673296,2832.5461566319877,2832.9602157244462,2811.002829556297,2811.4243059997007,1781.1592661334403,1785.4986557681855,0.3303365059265833,313.10122568533285,0.0045195175099033875,0.9880345457624592
438556.70610000007,6779158.5865,Prow,-148.14117686425797,61.142166368927846,1596.721303014024,1596.9320609145332,1671.8618011098854,1674.3589285693718,1664.1917445819774,1665.1533178995069,1616.8707616571644,1617.0730993043915,1578.3262539723407,1578.3262539723407,1626.418239751577,1627.032054214958,2675.774799995845,2675.774799995845,2644.3888450430836,2644.3888450430836,2692.2757166478364,2692.2757166478364,2670.6022726330852,2670.6022726330852,2088.391205029095,2104.937534445493,0.3277485605570827,312.289352266121,0.006526285478710001,0.980294016387904
438469.4924999997,6778954.7733,Prow,-148.14273017492945,61.14032328859693,1529.1523227927316,1529.3269363848665,1601.3781712047146,1603.5510612413814,1585.6664794492672,1586.4626702719083,1535.3567231447662,1535.5586022068492,1503.1128496203967,1503.1128496203967,1552.3993483603228,1552.9493597232697,2454.229705554822,2454.229705554822,2422.9800889174635,2422.9800889174635,2470.837704351867,2470.837704351867,2449.1622001880355,2449.1622001880355,2021.2912022297464,2027.0892954717021,0.32780094230466206,305.37065806087077,0.006176886778986189,0.9804506898867372
438474.0493999999,6778900.016100001,Prow,-148.1426278052582,61.139832506150455,1495.2671314887882,1495.448735189412,1566.6051272830432,1568.849361675555,1549.3210010300872,1550.163129378782,1498.564081665391,1498.7837918442485,1467.6904967341513,1467.6904967341513,1517.0782522001225,1517.6585134028753,2404.865481277193,2404.865481277193,2373.2594877898423,2373.2594877898423,2421.1825992385952,2421.1825992385952,2399.512536083013,2399.512536083013,2030.9734957886058,2033.1452999051953,0.3269045959506006,303.5129485239459,0.004953207916229996,0.9777697232152008
438387.73610000033,6778788.8793,Prow,-148.14419429999393,61.13882140734109,1504.8050402657116,1504.9380697866427,1573.4076651709559,1575.2746978130497,1550.6551391064804,1551.3485531602696,1498.3365258836357,1498.5289586856534,1472.3055077347703,1472.3055077347703,1521.9293182688796,1522.418609205561,2270.1148437250354,2270.1148437250354,2239.159969453621,2239.159969453621,2286.9561195958804,2286.9561195958804,2265.277539835197,2265.277539835197,1974.337964472358,1976.1971006913561,0.32317819111931506,298.5489050533385,0.006466921996457837,0.966624068288329
438218.4614000004,6778666.6532000005,Prow,-148.14729733761314,61.13769770193864,1593.1200802908613,1593.181187859561,1657.6206163490267,1658.8414896896898,1627.9602336241467,1628.4001627977755,1574.1761407837894,1574.3027649883004,1554.7878203042785,1554.7878203042785,1604.114766314086,1604.4418693929385,2099.3547046116923,2099.3547046116923,2070.5011789286423,2070.5011789286423,2117.804158075276,2117.804158075276,2096.143972311196,2096.143972311196,1862.2891758276016,1864.6654227199065,0.32521469418726906,292.13580579915265,0.005550871760413295,0.9727152369832507
438059.78220000025,6778406.0646,Prow,-148.15015828244688,61.13533366810137,1660.7714982653342,1660.7918538682445,1716.688123144099,1717.5860411949636,1677.3629431728893,1677.6976268877956,1623.0772394612177,1623.1735657519023,1614.4796269975625,1614.4796269975625,1661.8134607986685,1662.059780102209,1804.6886097247361,1804.6886097247361,1777.4866957450283,1777.4866957450283,1824.3081713201536,1824.3081713201536,1802.7076191189665,1802.7076191189665,1826.922102773945,1828.9734964646016,0.3223138237272757,281.8752016845205,0.006317178050521754,0.9640387505040594
437845.9502999997,6778415.014599999,Prow,-148.15413087779118,61.13538019754206,1848.902397781795,1848.9032713813913,1904.3866473911205,1904.7376271208814,1863.6582216458382,1863.7156589042158,1809.2680423563854,1809.2914789825618,1802.0981365436826,1802.0981365436826,1849.0952901756195,1849.1884998092698,1770.3074310733987,1770.3074310733987,1748.0006261416374,1748.0006261416374,1793.048095914192,1793.048095914192,1771.8197788510806,1771.8197788510806,1653.5849146983248,1657.0227535949314,0.32141419623959205,280.1599116899302,0.004201469656001379,0.9613479699811629
437695.7302000001,6778472.5911,Prow,-148.15693853143003,61.13587317996005,1974.2994452611347,1974.2994452611347,2031.1493839284587,2031.1736744520806,1990.86921251977,1990.8695592042895,1936.4511504654215,1936.4512357845122,1928.626193778165,1928.626193778165,1975.6239781330755,1975.633032027418,1817.179184050505,1817.179184050505,1798.6906075643267,1798.6906075643267,1841.9418727472548,1841.9418727472548,1821.22148323703,1821.22148323703,1466.5701399676818,1470.2708013135384,0.3224922569327501,281.6319638474981,0.005693596427441486,0.9645724431718598
437374.69519999996,6778948.027899999,Prow,-148.1630553746626,61.14008954434759,2366.370614616497,2366.370614616497,2431.8194551148586,2431.8194551148586,2400.8474376749937,2400.8474376749937,2348.0761739804834,2348.0761739804834,2330.900361472996,2330.900361472996,2378.04421570293,2378.04421570293,2353.84645223488,2353.84645223488,2342.4316957725737,2342.4316957725737,2381.176515795809,2381.176515795809,2362.0285571282484,2362.0285571282484,831.7286616900312,837.2618365719038,0.3329969790615596,291.6831260511179,0.0036020646707000522,0.9959920052568505
437132.3657999998,6779245.122699998,Prow,-148.16765320271625,61.142717474064824,2713.110446995291,2713.110446995291,2780.7023346117962,2780.7023346117962,2754.378568569676,2754.378568569676,2703.596252483465,2703.596252483465,2682.9829319469522,2682.9829319469522,2728.942019892851,2728.942019892851,2738.2279452454877,2738.2279452454877,2730.626096607915,2730.626096607915,2766.473095034589,2766.473095034589,2748.4212505971777,2748.4212505971777,470.9145383715111,481.75065876680253,0.3443573883814525,295.88375826701497,0.0023498121712103976,1.0299709226961196
437185.5751,6779350.179200001,Prow,-148.16669997240075,61.14366896790923,2712.13247715595,2712.13247715595,2781.444483820789,2781.444483820789,2757.5377602496537,2757.5377602496537,2707.0896798787244,2707.0896798787244,2684.0590049322345,2684.0590049322345,2730.2571815912534,2730.2571815912534,2827.1136998985958,2827.1136998985958,2818.287831143251,2818.287831143251,2855.028419276,2855.028419276,2836.648301926137,2836.648301926137,551.0292343917109,559.2202294856558,0.34225575876011227,298.7884765927481,0.002806832247103368,1.0236849608631777
437180.81259999983,6779427.9668999985,Prow,-148.16681417546383,61.144366416258315,2756.9314589780975,2756.9314589780975,2826.9472182997747,2826.9472182997747,2804.5758856493453,2804.5758856493453,2754.662002970594,2754.662002970594,2730.400565666931,2730.400565666931,2776.3725822889883,2776.3725822889883,2914.378585292812,2914.378585292812,2905.4506070540374,2905.4506070540374,2942.188539187412,2942.188539187412,2923.822901545668,2923.822901545668,564.2299258624789,569.6823173684782,0.3426917055733244,299.71344028575646,0.002603726190187546,1.0249888752166958
437242.7252000002,6779532.7421,Prow,-148.16569915558532,61.14531677158066,2756.644814322788,2756.644814322788,2828.1840927125554,2828.1840927125554,2808.3574864275124,2808.3574864275124,2758.967024743626,2758.967024743626,2732.331456079156,2732.331456079156,2778.369475619078,2778.369475619078,3005.287242072036,3005.287242072036,2995.123619878004,2995.123619878004,3032.7150598123153,3032.7150598123153,3014.043110806105,3014.043110806105,670.6313559210738,674.8526624485899,0.34157057127729734,302.44436154237656,0.003019332809444574,1.021635569133232
437196.68759999983,6779653.392299999,Prow,-148.16659404318312,61.14639234252416,2867.5273563032147,2867.5273563032147,2939.6114289139523,2939.6114289139523,2921.61630992303,2921.61630992303,2873.0579228074357,2873.0579228074357,2845.157794863275,2845.157794863275,2890.702206315973,2890.702206315973,3147.812210155794,3147.812210155794,3138.137454643292,3138.137454643292,3175.3148754580347,3175.3148754580347,3156.8069948132315,3156.8069948132315,699.6360321211405,702.3438787730946,0.343643094740234,304.61605960641054,0.0033197210838448545,1.0278344746176284
437114.1375000002,6779693.0799,Prow,-148.16814022852796,61.14673534807355,2968.9308374358607,2968.9308374358607,3040.47040411362,3040.47040411362,3022.5206307413205,3022.5206307413205,2974.453110513226,2974.453110513226,2946.972404567646,2946.972404567646,2991.9460322079312,2991.9460322079312,3224.2474018593985,3224.2474018593985,3215.755297046407,3215.755297046407,3251.9771580966762,3251.9771580966762,3233.8378680766336,3233.8378680766336,670.1708512365936,673.3444001618187,0.34878368834869483,304.59993446511334,0.0037624420200082264,1.0432099598569553
437201.4501,6779835.955200002,Prow,-148.1665660677481,61.14803176181408,2977.3341342315284,2977.3341342315284,3050.5642608868975,3050.5642608868975,3035.9009940240685,3035.9009940240685,2988.641709683762,2988.641709683762,2958.243990343584,2958.243990343584,3003.1626716478195,3003.1626716478195,3344.601783577666,3344.622779108252,3334.531902609744,3334.5487019221596,3371.8767626310278,3371.8943662330857,3353.328420401528,3353.346051520819,837.6884409626651,839.65368930266,0.3461462678739014,307.8103439981019,0.0036618279902967126,1.0353214507335455
437438.6719000004,6780717.3345,Core,-148.16245135738495,61.155980799790406,3433.9502483366327,3433.9502483366327,3511.148325449682,3511.148325449682,3511.925525334248,3511.925525334248,3470.8347185876883,3470.8347185876883,3429.2092584080046,3429.2092584080046,3471.2265822776694,3471.2265822776694,4210.599176947708,4210.599176947708,4196.604704776268,4196.604704776268,4236.4840446757835,4236.4840446757835,4217.057886745508,4217.057886745508,1729.6146641794553,1732.8208914494303,0.3474668988176074,322.49995803582374,0.003604611082392202,1.0392714501165214
437628.37849999964,6780773.294,Core,-148.15894569304677,61.15651330369798,3355.0071230464227,3355.0071230464227,3432.7623219444686,3432.7623219444686,3436.7804495008877,3436.7804495008877,3397.0340277318546,3397.0340277318546,3353.0959419142264,3353.0959419142264,3394.5034374809497,3394.5034374809497,4246.966012205615,4246.966012205615,4230.855725165226,4230.855725165226,4271.998592916206,4271.998592916206,4252.148389702401,4252.148389702401,1861.4325157280907,1862.657849020347,0.34620324735555635,325.69832055935416,0.0036616145238802227,1.035491876027949
437704.03139999975,6780697.314300001,Core,-148.15751532143602,61.155843345942905,3240.147354884924,3240.147354884924,3318.2193807950566,3318.2193807950566,3322.408293188943,3322.408293188943,3282.4885767238147,3282.4885767238147,3238.1747053740773,3238.1747053740773,3279.8560698330098,3279.8560698330098,4156.338490145562,4156.42272889097,4139.355058149263,4139.420752603001,4181.044624542903,4181.111123926561,4161.005509402837,4161.073565757095,1833.4949502658958,1834.9891296239578,0.34390019559350576,325.967404921245,0.0036500450770912073,1.0286034617571664
437980.85199999996,6780608.5326999985,Core,-148.15234391484148,61.15509033051922,2994.43235821559,2994.43235821559,3073.2852882573916,3073.2852882573916,3080.582962463411,3080.582962463411,3041.620368478892,3041.620368478892,2994.741692959551,2994.741692959551,3036.2988356019005,3036.2988356019005,4045.5838892228926,4046.505138665113,4025.4015812609196,4026.2359263780945,4068.904894559493,4069.760398152595,4048.2745350457562,4049.1285855022484,1936.8368635525962,1941.0446037600375,0.3381380507969247,328.9515060025094,0.0034740446275099194,1.011368920570935
438294.74710000027,6780405.768100001,Core,-148.14644695698937,61.15331985163173,2653.906555866916,2653.906555866916,2733.3362041220257,2733.3362041220257,2743.3218787498927,2743.3218787498927,2704.945075120591,2704.945075120591,2655.597667056217,2655.597667056217,2697.463228445942,2697.463228445942,3841.5079169725677,3847.6848698291733,3817.421480778677,3823.015990162384,3862.916068551597,3868.658497988528,3841.6807125948067,3847.4104897023003,2072.851397632462,2085.9016755992743,0.33308645455334096,330.8884673616805,0.00343565459114034,0.9962596259263586
438739.8680999996,6780188.336599998,Core,-148.1381085231794,61.15143798274314,2286.645130811381,2286.666714088482,2364.6952636555507,2365.217337641147,2381.1104911050147,2381.157899951572,2346.4402608172054,2346.4453740476984,2293.46743605588,2293.46743605588,2333.2599934032587,2333.3107636494024,3718.1996730753804,3718.7766933181542,3688.8499745175695,3689.4568826076948,3736.192392462027,3736.779451095039,3714.5809876841918,3715.1750342695736,2379.9942334384195,2381.8561450238235,0.33441433559822564,336.06769519024226,0.003560104682680172,1.0002313103193055
438670.7444000002,6779899.510200001,Core,-148.13929897808094,61.14883469468848,2056.291225158421,2056.312244481948,2135.2326732042193,2135.7697377200575,2146.5118333224227,2146.5740015377824,2108.560434290846,2108.572787250359,2057.942335083956,2057.946265563005,2100.1004014238333,2100.1509918689326,3421.757717269824,3422.1675507895698,3392.163081638611,3392.591272502358,3439.5571196924966,3439.974917354278,3417.9447353055766,3418.3658607870275,2212.9853347968537,2214.414314267279,0.3294900221727691,331.24585635700066,0.004603548294138673,0.9855027178349064
438655.7690000003,6779589.523800001,Core,-148.13947681057144,61.14604993581388,1802.9114949215807,1802.9434377355756,1881.995029373162,1882.7293832322239,1887.8628373808806,1887.9880697016083,1846.77406070795,1846.7893054097024,1798.9613735681032,1798.9613735681032,1843.323312956522,1843.4083118292765,3122.3417302629596,3122.8090304908005,3091.750766573704,3092.2334919413265,3139.3748745799876,3139.84694951279,3117.7524688864373,3118.228347806172,2126.016744383571,2127.0138720516215,0.33107599160711776,325.8118653115027,0.003641796732969664,0.9902463430823324
438570.88709999993,6779345.310800001,Core,-148.14097402356106,61.14384461448339,1718.8282029474683,1719.0195165028415,1795.4203749957373,1797.8807479652075,1792.7239701721842,1793.625108421685,1747.4909529295583,1747.6550390943796,1705.3973209998544,1705.3973209998544,1752.4030390011578,1752.9579435404837,2855.517586487789,2855.517586487789,2824.8139813630282,2824.8139813630282,2872.5687572128822,2872.5687572128822,2850.8889414080927,2850.8889414080927,2109.4737240687487,2184.5349276148327,0.3278655629900355,317.2643319444158,0.0047051620025157495,0.9806439699765072
438556.2394000003,6779157.491,Core,-148.14118517528857,61.1421564627071,1596.2821416968325,1596.4927357587007,1671.4109778415548,1673.9058777028463,1663.699351254414,1664.659975883711,1616.3610992171891,1616.5634413582493,1577.8470302222847,1577.8470302222847,1625.9473096396803,1626.5607712840508,2674.584676855318,2674.584676855318,2643.199366455388,2643.199366455388,2691.086100861618,2691.086100861618,2669.412646186298,2669.412646186298,2087.975198255191,2104.5295633422784,0.3277485605570827,312.289352266121,0.006526285478710001,0.980294016387904
438264.34080000035,6779392.9010999985,Core,-148.14668191526056,61.144223664944235,1901.586239811205,1901.5949058448098,1978.9212374810745,1979.2376271037856,1970.4841163515246,1970.4991308322947,1922.3415314407105,1922.3486108683815,1883.9424999625182,1883.9424999625182,1932.2744280220247,1932.312273741206,2816.543661989251,2816.805174388029,2790.080098711366,2790.3603320689826,2836.6343838222474,2836.8973030791885,2815.104583947768,2815.374574865401,1767.8849295566897,1772.6377054701156,0.32869446551379,312.71855312633056,0.004048587633935952,0.9831232125483869
437670.5806,6779662.2139,Core,-148.157796336388,61.146547103739174,2474.8931715901736,2474.8931715901736,2550.9043645640722,2550.9043645640722,2538.5286762550536,2538.5286762550536,2490.272198517379,2490.272198517379,2456.291383118026,2456.291383118026,2503.1292320531056,2503.1292320531056,3063.130281441275,3063.1575763019423,3046.143369869829,3046.1612327335397,3088.1009206609797,3088.120795673082,3067.9118586477775,3067.931651632979,1143.3390844188573,1146.96821982101,0.33586230845718973,310.12042494291825,0.0037597601305287913,1.0045621886216294
437552.47339999955,6779896.8244,Core,-148.16006697516656,61.1486341536765,2726.68004539334,2726.68004539334,2802.8194974093717,2802.8194974093717,2793.3965757836463,2793.3965757836463,2747.0733805933314,2747.0733805933314,2711.6569656638057,2711.6569656638057,2756.979723720697,2756.979723720697,3335.5601381319675,3335.5601381319675,3320.4050908775207,3320.4050908775207,3361.0922778369536,3361.0922778369536,3341.3653026130014,3341.3653026130014,1131.422287393766,1132.2725787710374,0.34077107332241224,312.8264061424559,0.0033281876363507002,1.019244275453845
437335.47449999955,6780089.7623,Core,-148.16416089164215,61.150331330066415,3031.23975979555,3031.23975979555,3106.7813009068054,3106.7813009068054,3097.6737378556845,3097.6737378556845,3052.0734465248383,3052.0734465248383,3017.0541719473395,3017.0541719473395,3061.568468834506,3061.568468834506,3570.12894484239,3570.12894484239,3557.8270119444915,3557.8270119444915,3596.7130537025114,3596.7130537025114,3577.611204009363,3577.611204009363,1123.8945738710029,1127.6850506370326,0.3448869236704626,313.0743866290686,0.0037954706684653816,1.0315547596301413
437307.37210000027,6780183.8673,Core,-148.1647139664096,61.15117151165791,3121.749701794101,3121.749701794101,3197.386338199172,3197.386338199172,3189.4056525079955,3189.4056525079955,3144.4313459577597,3144.4313459577597,3108.7655397768754,3108.7655397768754,3152.852429578402,3152.852429578402,3677.328931860655,3677.328931860655,3665.309102399447,3665.309102399447,3703.97071614305,3703.97071614305,3684.9558634979967,3684.9558634979967,1189.6018007538676,1195.5085689045047,0.346564602553464,314.28990441561206,0.003613086438075022,1.036572687298935
437387.07799999975,6780302.930100001,Core,-148.1632728689835,61.15225293388071,3145.4381196769205,3145.4381196769205,3221.921481707664,3221.921481707664,3216.63520044462,3216.63520044462,3172.603530943931,3172.603530943931,3134.842842901436,3134.842842901436,3178.588942779282,3178.588942779282,3783.028569527005,3784.120636532779,3769.873792236918,3770.9133004970636,3809.285795654998,3810.3329408401974,3790.006490843607,3791.055462739801,1332.4006438655813,1337.1429113953498,0.34838791070019726,316.44296344166105,0.003132164947171704,1.0420261912387718
